Date,Base Order ID,Order Source,State,Base SKU,Quantity,Value,,
20/02/2026 11:26,14888780,FK AGM old,Tripura,346-Pink-S,1,267.5,,
20/02/2026 11:16,14888502,FK AGM old,Nagaland,346-Pink-S,1,291,,
20/02/2026 8:26,14884592,Meesho Ivan,,346-Pink-S,1,0,,
21/02/2026 20:06,14943332,FK Ransh,Madhya Pradesh,346-Peach-S,1,318.5,,
21/02/2026 10:53,14922796,Meesho AGM Fashion,,346-Peach-S,1,0,,
20/02/2026 22:33,14909373,Meesho Ivan,,346-Maroon-XL,1,0,,
21/02/2026 22:32,14948649,FK Ransh,Maharashtra,346-Maroon-S,1,299.5,,
20/02/2026 20:27,14905822,Meesho Ak Kurtis,,346-Maroon-S,1,0,,
20/02/2026 15:25,14895965,FK Ransh,Manipur,346-Maroon-S,1,315.5,,
21/02/2026 21:48,14947111,Meesho Ak Kurtis,,346-Lavender-XL,1,0,,
21/02/2026 0:13,14911928,Meesho Ak Kurtis,,346-Lavender-XL,1,0,,
20/02/2026 12:53,14891163,Meesho AGM Fashion,,346-Lavender-XL,1,0,,
20/02/2026 18:49,14902639,Meesho Ak Kurtis,,346-Black-XL,1,0,,
21/02/2026 1:22,14913177,FK AGM old,Nagaland,346-Black-S,1,332,,
21/02/2026 0:44,14912533,Meesho Ransh,,346-Black-S,1,0,,
20/02/2026 21:14,14907151,Meesho Ivan,,346-Black-S,1,0,,
20/02/2026 15:09,14895411,Meesho Ransh,,346-Black-S,1,0,,
21/02/2026 23:43,14950914,Meesho Ak Kurtis,,345-White-XL,1,0,,
21/02/2026 23:42,14950890,Meesho Ak Kurtis,,345-White-XL,1,0,,
21/02/2026 23:05,14949861,Meesho Ak Kurtis,,345-White-XL,1,0,,
21/02/2026 23:01,14949667,Meesho Ak Kurtis,,345-White-XL,1,0,,
20/02/2026 21:45,14908054,Meesho Ak Kurtis,,345-White-XL,1,0,,
20/02/2026 17:10,14899250,Meesho Ak Kurtis,,345-White-XL,1,0,,
21/02/2026 23:01,14949668,Meesho Ak Kurtis,,345-White-S,1,0,,
21/02/2026 22:26,14948509,Meesho Ak Kurtis,,345-White-S,1,0,,
21/02/2026 22:19,14948194,Meesho Ak Kurtis,,345-White-S,1,0,,
21/02/2026 21:37,14946730,Meesho Ak Kurtis,,345-White-S,1,0,,
21/02/2026 19:48,14942642,Meesho Ivan,,345-White-S,1,0,,
21/02/2026 14:58,14932516,Meesho Ak Kurtis,,345-White-S,1,0,,
21/02/2026 14:47,14932108,Meesho Ak Kurtis,,345-White-S,1,0,,
21/02/2026 14:50,14932104,Meesho Ak Kurtis,,345-White-S,1,0,,
21/02/2026 14:41,14931768,Meesho Ivan,,345-White-S,1,0,,
21/02/2026 12:18,14926091,Meesho Ransh,,345-White-S,1,0,,
21/02/2026 11:55,14925299,Meesho Ak Kurtis,,345-White-S,1,0,,
21/02/2026 9:59,14920979,Meesho Ivan,,345-White-S,1,0,,
21/02/2026 9:28,14920051,Meesho Ak Kurtis,,345-White-S,1,0,,
21/02/2026 2:48,14913886,Meesho Ak Kurtis,,345-White-S,1,0,,
21/02/2026 0:10,14911882,Meesho Ak Kurtis,,345-White-S,1,0,,
20/02/2026 23:15,14910569,Meesho Ivan,,345-White-S,1,0,,
20/02/2026 22:35,14909497,Meesho Ivan,,345-White-S,1,0,,
20/02/2026 21:51,14908195,FK AGM old,Assam,345-White-S,1,235.75,,
20/02/2026 20:47,14906402,Meesho Ak Kurtis,,345-White-S,1,0,,
20/02/2026 16:14,14897615,Meesho Ak Kurtis,,345-White-S,1,0,,
20/02/2026 14:51,14894646,Meesho Ak Kurtis,,345-White-S,1,0,,
20/02/2026 14:16,14893741,Meesho Ak Kurtis,,345-White-S,1,0,,
20/02/2026 14:10,14893516,Meesho Ak Kurtis,,345-White-S,1,0,,
20/02/2026 11:30,14888816,Meesho Ak Kurtis,,345-White-S,1,0,,
20/02/2026 3:16,14881374,Meesho Ak Kurtis,,345-White-S,1,0,,
21/02/2026 22:38,14948896,Meesho Ak Kurtis,,345-White-M,1,0,,
21/02/2026 22:39,14948893,Meesho Ivan,,345-White-M,1,0,,
21/02/2026 21:34,14946537,Meesho Ak Kurtis,,345-White-M,1,0,,
21/02/2026 21:32,14946482,Meesho Ak Kurtis,,345-White-M,1,0,,
21/02/2026 19:17,14941535,FK Ransh,Assam,345-White-M,1,270.5,,
21/02/2026 19:02,14940953,Meesho Ak Kurtis,,345-White-M,1,0,,
21/02/2026 18:41,14940315,Meesho Ivan,,345-White-M,1,0,,
21/02/2026 18:39,14940260,Meesho Ak Kurtis,,345-White-M,1,0,,
21/02/2026 18:35,14940095,Meesho Ak Kurtis,,345-White-M,1,0,,
21/02/2026 8:55,14919050,Meesho Ak Kurtis,,345-White-M,1,0,,
20/02/2026 23:03,14910215,Meesho Ak Kurtis,,345-White-M,1,0,,
20/02/2026 20:48,14906421,Meesho Ak Kurtis,,345-White-M,1,0,,
20/02/2026 18:49,14902637,Meesho Ak Kurtis,,345-White-M,1,0,,
20/02/2026 18:23,14901911,Meesho Ak Kurtis,,345-White-M,1,0,,
20/02/2026 16:45,14898675,Meesho Ak Kurtis,,345-White-M,1,0,,
20/02/2026 15:25,14896016,Meesho Ak Kurtis,,345-White-M,1,0,,
20/02/2026 14:56,14895009,Meesho Ak Kurtis,,345-White-M,1,0,,
20/02/2026 12:49,14891089,Meesho Ak Kurtis,,345-White-M,1,0,,
20/02/2026 12:06,14889872,Meesho Ak Kurtis,,345-White-M,1,0,,
20/02/2026 8:42,14884831,FK AGM old,West Bengal,345-White-M,1,253.25,,
20/02/2026 3:23,14881391,Meesho Ak Kurtis,,345-White-M,1,0,,
20/02/2026 1:19,14880599,Meesho Ak Kurtis,,345-White-M,1,0,,
21/02/2026 22:06,14947788,Meesho Ak Kurtis,,345-White-L,1,0,,
21/02/2026 16:57,14937123,Meesho Ak Kurtis,,345-White-L,1,0,,
21/02/2026 16:10,14935401,Meesho Ransh,,345-White-L,1,0,,
20/02/2026 13:50,14893032,Meesho Ak Kurtis,,345-White-L,1,0,,
20/02/2026 13:08,14891953,Meesho Ak Kurtis,,345-White-L,1,0,,
20/02/2026 7:18,14883691,Meesho Ivan,,345-White-L,1,0,,
21/02/2026 13:57,14930120,Meesho Ivan,,345-Navy-XL,1,0,,
21/02/2026 13:24,14928709,Meesho Ak Kurtis,,345-Navy-XL,1,0,,
20/02/2026 10:39,14887443,Meesho Ak Kurtis,,345-Navy-XL,1,0,,
21/02/2026 22:08,14948685,Amz AGM,MADHYA PRADESH,345-Navy-S,"1""",1,282.27,
21/02/2026 14:18,14931807,Amz AGM,PUNJAB,345-Navy-S,"1""",1,282.27,
20/02/2026 18:52,14903382,Amz AGM,MAHARASHTRA,345-Navy-S,"1""",1,282.27,
21/02/2026 22:41,14950059,Amz AGM,KARNATAKA,345-Navy-S,1,291,,
21/02/2026 17:12,14937496,Meesho Ak Kurtis,,345-Navy-S,1,0,,
21/02/2026 14:48,14932058,Meesho AGM Fashion,,345-Navy-S,1,0,,
21/02/2026 12:35,14927725,Amz AGM,UTTAR PRADESH,345-Navy-S,1,276,,
21/02/2026 10:22,14921711,Meesho Ransh,,345-Navy-S,1,0,,
20/02/2026 22:01,14908456,Meesho AGM Fashion,,345-Navy-S,1,0,,
20/02/2026 20:08,14905949,Amz AGM,TRIPURA,345-Navy-S,1,291,,
20/02/2026 19:56,14904768,Meesho AGM Fashion,,345-Navy-S,1,0,,
20/02/2026 10:43,14888096,Amz AGM,MAHARASHTRA,345-Navy-S,1,291,,
21/02/2026 23:17,14950259,Meesho Ak Kurtis,,345-Navy-M,1,0,,
21/02/2026 23:11,14949987,Meesho Ivan,,345-Navy-M,1,0,,
21/02/2026 21:27,14946384,Meesho Ivan,,345-Navy-M,1,0,,
21/02/2026 19:03,14940976,Meesho Ivan,,345-Navy-M,1,0,,
21/02/2026 18:20,14939603,Meesho Ivan,,345-Navy-M,1,0,,
21/02/2026 14:18,14930929,Meesho Ak Kurtis,,345-Navy-M,1,0,,
21/02/2026 11:25,14924082,Meesho Ivan,,345-Navy-M,1,0,,
21/02/2026 10:16,14921573,Meesho Ak Kurtis,,345-Navy-M,1,0,,
21/02/2026 8:48,14918916,Meesho Ivan,,345-Navy-M,1,0,,
21/02/2026 8:28,14918427,Meesho Ivan,,345-Navy-M,1,0,,
20/02/2026 22:47,14909851,Meesho Ak Kurtis,,345-Navy-M,1,0,,
20/02/2026 22:18,14909016,Meesho Ivan,,345-Navy-M,1,0,,
20/02/2026 22:03,14908490,Meesho Ak Kurtis,,345-Navy-M,1,0,,
20/02/2026 21:43,14907930,Meesho Ak Kurtis,,345-Navy-M,1,0,,
20/02/2026 13:12,14892012,Meesho Ivan,,345-Navy-M,1,0,,
20/02/2026 9:01,14885160,Meesho Ivan,,345-Navy-M,1,0,,
21/02/2026 12:06,14925699,Meesho Ivan,,345-Navy-L,1,0,,
21/02/2026 10:49,14922715,Meesho Ivan,,345-Navy-L,1,0,,
21/02/2026 0:12,14911902,Meesho Ak Kurtis,,345-Navy-L,1,0,,
20/02/2026 15:26,14895943,Meesho Ivan,,345-Navy-L,1,0,,
20/02/2026 12:35,14890724,Meesho Ivan,,345-Navy-L,1,0,,
20/02/2026 0:13,14879559,Meesho Ivan,,345-Navy-L,1,0,,
21/02/2026 23:18,14950257,Meesho Ak Kurtis,,345-Mavy-S,1,0,,
21/02/2026 22:19,14948192,Meesho Ak Kurtis,,345-Mavy-S,1,0,,
21/02/2026 20:31,14944234,Meesho Ak Kurtis,,345-Mavy-S,1,0,,
21/02/2026 17:52,14938714,Meesho Ak Kurtis,,345-Mavy-S,1,0,,
21/02/2026 2:30,14913779,Meesho Ak Kurtis,,345-Mavy-S,1,0,,
20/02/2026 20:18,14905544,Meesho Ak Kurtis,,345-Mavy-S,1,0,,
20/02/2026 2:19,14881056,Meesho Ak Kurtis,,345-Mavy-S,1,0,,
21/02/2026 14:42,14931742,Meesho Ak Kurtis,,345-Maroon-XL,1,0,,
21/02/2026 12:38,14926824,Meesho Ivan,,345-Maroon-XL,1,0,,
21/02/2026 10:26,14921950,Meesho Ivan,,345-Maroon-XL,1,0,,
21/02/2026 10:13,14921398,Meesho Ak Kurtis,,345-Maroon-XL,1,0,,
21/02/2026 1:32,14913259,Meesho Ak Kurtis,,345-Maroon-XL,1,0,,
20/02/2026 21:03,14906799,Meesho Ak Kurtis,,345-Maroon-XL,1,0,,
20/02/2026 20:17,14905501,Meesho Ak Kurtis,,345-Maroon-XL,1,0,,
20/02/2026 13:17,14892226,Meesho Ivan,,345-Maroon-XL,1,0,,
20/02/2026 10:34,14887310,Meesho Ak Kurtis,,345-Maroon-XL,1,0,,
20/02/2026 0:13,14879557,Meesho AGM Fashion,,345-Maroon-XL,1,0,,
21/02/2026 21:40,14946811,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
21/02/2026 21:08,14945701,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
21/02/2026 20:45,14944885,Meesho Ivan,,345-Maroon-S,1,0,,
21/02/2026 20:26,14944062,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
21/02/2026 19:31,14941979,FK AGM old,Delhi,345-Maroon-S,1,292,,
21/02/2026 19:27,14941892,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
21/02/2026 19:04,14941023,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
21/02/2026 17:36,14938315,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
21/02/2026 14:40,14931689,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
21/02/2026 13:50,14929825,FK AGM old,Goa,345-Maroon-S,1,293,,
21/02/2026 13:42,14929461,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
21/02/2026 12:40,14926874,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
20/02/2026 18:41,14902374,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
20/02/2026 18:26,14902063,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
20/02/2026 16:36,14898355,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
20/02/2026 14:09,14893517,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
20/02/2026 12:41,14890798,Meesho Ivan,,345-Maroon-S,1,0,,
20/02/2026 12:39,14890774,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
20/02/2026 11:38,14889105,Meesho Ivan,,345-Maroon-S,1,0,,
20/02/2026 11:36,14889073,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
20/02/2026 0:21,14879752,Meesho Ak Kurtis,,345-Maroon-S,1,0,,
21/02/2026 19:55,14942933,Meesho Ak Kurtis,,345-Maroon-M,1,0,,
21/02/2026 19:23,14941662,Meesho Ivan,,345-Maroon-M,1,0,,
21/02/2026 19:12,14941261,FK AGM old,West Bengal,345-Maroon-M,1,276,,
21/02/2026 18:26,14939888,Meesho Ak Kurtis,,345-Maroon-M,1,0,,
21/02/2026 16:37,14936486,Meesho Ivan,,345-Maroon-M,1,0,,
21/02/2026 16:34,14936353,Meesho Ak Kurtis,,345-Maroon-M,1,0,,
21/02/2026 10:57,14923021,Meesho Ivan,,345-Maroon-M,1,0,,
21/02/2026 10:56,14922997,Meesho Ivan,,345-Maroon-M,1,0,,
21/02/2026 10:31,14922029,Meesho Ak Kurtis,,345-Maroon-M,1,0,,
21/02/2026 9:03,14919391,Meesho Ak Kurtis,,345-Maroon-M,1,0,,
21/02/2026 1:18,14913176,FK AGM old,Madhya Pradesh,345-Maroon-M,1,274,,
20/02/2026 22:18,14909015,Meesho Ak Kurtis,,345-Maroon-M,1,0,,
20/02/2026 13:32,14892540,Meesho Ak Kurtis,,345-Maroon-M,1,0,,
20/02/2026 13:00,14891593,Meesho Ak Kurtis,,345-Maroon-M,1,0,,
20/02/2026 12:26,14890390,Meesho Ak Kurtis,,345-Maroon-M,1,0,,
20/02/2026 11:23,14888631,Meesho Ivan,,345-Maroon-M,1,0,,
21/02/2026 23:25,14950492,Meesho Ak Kurtis,,345-Maroon-L,1,0,,
21/02/2026 19:54,14942925,Meesho AGM Fashion,,345-Maroon-L,1,0,,
21/02/2026 19:12,14941237,Meesho Ivan,,345-Maroon-L,1,0,,
21/02/2026 17:50,14938678,Meesho Ivan,,345-Maroon-L,1,0,,
21/02/2026 15:49,14934496,Meesho Ak Kurtis,,345-Maroon-L,1,0,,
21/02/2026 11:46,14924952,Meesho Ak Kurtis,,345-Maroon-L,1,0,,
21/02/2026 11:22,14923856,Meesho Ak Kurtis,,345-Maroon-L,1,0,,
20/02/2026 20:58,14906725,FK AGM old,Assam,345-Maroon-L,1,269.5,,
20/02/2026 19:33,14904557,Amz AGM,UTTARAKHAND,345-Maroon-L,1,353,,
20/02/2026 18:44,14902490,Meesho Ak Kurtis,,345-Maroon-L,1,0,,
21/02/2026 1:08,14913000,Meesho Ak Kurtis,,345-Black-XL,1,0,,
20/02/2026 22:11,14908771,Meesho Ransh,,345-Black-XL,1,0,,
20/02/2026 17:49,14900416,Meesho Ivan,,345-Black-XL,1,0,,
20/02/2026 0:33,14880004,FK Ransh,Maharashtra,345-Black-XL,1,297.5,,
21/02/2026 23:13,14950003,Meesho Ivan,,345-Black-S,1,0,,
21/02/2026 23:06,14949916,Meesho Ak Kurtis,,345-Black-S,1,0,,
21/02/2026 21:44,14946938,Meesho Ak Kurtis,,345-Black-S,1,0,,
21/02/2026 19:29,14941932,Meesho Ak Kurtis,,345-Black-S,1,0,,
21/02/2026 18:02,14939045,Meesho Ak Kurtis,,345-Black-S,1,0,,
21/02/2026 9:13,14919613,Meesho Ak Kurtis,,345-Black-S,1,0,,
21/02/2026 0:47,14912677,FK Ransh,Goa,345-Black-S,1,313,,
20/02/2026 7:59,14884155,Meesho Ak Kurtis,,345-Black-S,1,0,,
21/02/2026 19:33,14942023,Meesho Ak Kurtis,,345-Black-M,1,0,,
21/02/2026 17:33,14938142,Meesho Ak Kurtis,,345-Black-M,1,0,,
21/02/2026 16:19,14935780,FK Ransh,Maharashtra,345-Black-M,1,261.5,,
20/02/2026 10:32,14887212,Meesho Ransh,,345-Black-M,1,0,,
20/02/2026 21:44,14907997,FK Ransh,Maharashtra,343-Maroon-S,1,291.5,,
21/02/2026 23:00,14950391,Amz AGM,TAMIL NADU,342-White-XL,1,336,,
21/02/2026 21:40,14946810,Meesho Ak Kurtis,,342-White-XL,1,0,,
21/02/2026 17:37,14942771,Amz AGM,KARNATAKA,342-White-XL,1,336,,
21/02/2026 17:32,14938099,Meesho Ak Kurtis,,342-White-XL,1,0,,
21/02/2026 17:16,14937706,Meesho Ak Kurtis,,342-White-XL,1,0,,
21/02/2026 15:09,14932962,FK AGM old,Karnataka,342-White-XL,1,176.5,,
21/02/2026 12:48,14927208,FK Ransh,Uttar Pradesh,342-White-XL,1,221.5,,
21/02/2026 6:16,14916844,Amz AGM,HARYANA,342-White-XL,1,336,,
21/02/2026 0:46,14912668,Meesho Ak Kurtis,,342-White-XL,2,0,,
20/02/2026 21:48,14908150,FK Ransh,Odisha,342-White-XL,1,237.5,,
20/02/2026 21:26,14907955,Amz AGM,TELANGANA,342-White-XL,1,336,,
20/02/2026 18:08,14901585,Meesho Ak Kurtis,,342-White-XL,1,0,,
20/02/2026 16:57,14898952,FK Ransh,Uttar Pradesh,342-White-XL,1,228.5,,
20/02/2026 16:10,14898250,Amz AGM,MADHYA PRADESH,342-White-XL,1,336,,
20/02/2026 2:31,14881126,Meesho Ak Kurtis,,342-White-XL,1,0,,
20/02/2026 19:21,14904264,Amz AGM,MADHYA PRADESH,342-White-S,"1""",1,322.04,
20/02/2026 12:56,14891676,Amz AGM,UTTAR PRADESH,342-White-S,"1""",1,322.04,
20/02/2026 9:06,14885812,Amz AGM,KARNATAKA,342-White-S,"1""",1,322.04,
21/02/2026 23:49,14951095,FK Ransh,Maharashtra,342-White-S,1,231,,
21/02/2026 23:12,14950394,Amz AGM,UTTAR PRADESH,342-White-S,1,332,,
21/02/2026 22:23,14948281,FK Ransh,Odisha,342-White-S,1,237.5,,
21/02/2026 21:48,14947112,Meesho Ak Kurtis,,342-White-S,1,0,,
21/02/2026 19:38,14942255,Meesho Ak Kurtis,,342-White-S,1,0,,
21/02/2026 19:35,14942223,FK Ransh,Gujarat,342-White-S,1,237.5,,
21/02/2026 19:33,14942067,FK Ransh,Gujarat,342-White-S,1,237.5,,
21/02/2026 19:17,14941504,Meesho Ivan,,342-White-S,1,0,,
21/02/2026 17:41,14938412,FK Ransh,West Bengal,342-White-S,1,237.5,,
21/02/2026 17:02,14937308,FK Ransh,Uttar Pradesh,342-White-S,1,237.5,,
21/02/2026 16:35,14936438,Meesho AGM Fashion,,342-White-S,1,0,,
21/02/2026 16:15,14935677,Meesho Ak Kurtis,,342-White-S,1,0,,
21/02/2026 12:50,14927248,FK Ransh,Goa,342-White-S,1,231,,
21/02/2026 12:45,14927120,Meesho Ak Kurtis,,342-White-S,1,0,,
21/02/2026 12:28,14926469,FK Ransh,Rajasthan,342-White-S,1,221.5,,
21/02/2026 12:23,14926283,FK Ransh,Assam,342-White-S,1,237.5,,
21/02/2026 12:20,14926189,FK Ransh,Gujarat,342-White-S,1,222,,
21/02/2026 12:12,14925832,Meesho Ak Kurtis,,342-White-S,1,0,,
21/02/2026 11:25,14924137,FK Ransh,Assam,342-White-S,1,222,,
21/02/2026 11:26,14924127,Meesho Ak Kurtis,,342-White-S,1,0,,
21/02/2026 11:20,14923827,FK Ransh,Uttar Pradesh,342-White-S,1,231,,
21/02/2026 10:40,14922398,FK Ransh,Karnataka,342-White-S,1,228.5,,
21/02/2026 10:28,14921989,FK Ransh,Maharashtra,342-White-S,1,231,,
21/02/2026 10:22,14921727,FK Ransh,Assam,342-White-S,1,231,,
21/02/2026 9:18,14919769,FK Ransh,Uttar Pradesh,342-White-S,1,228.5,,
21/02/2026 9:00,14919226,FK Ransh,Karnataka,342-White-S,1,231,,
21/02/2026 8:14,14918198,FK Ransh,Andhra Pradesh,342-White-S,1,215,,
21/02/2026 1:52,14913454,Meesho Ak Kurtis,,342-White-S,1,0,,
20/02/2026 23:04,14910813,Amz AGM,MAHARASHTRA,342-White-S,1,332,,
20/02/2026 23:19,14910731,Meesho Ak Kurtis,,342-White-S,1,0,,
20/02/2026 22:50,14909921,FK AGM old,Uttar Pradesh,342-White-S,1,239,,
20/02/2026 21:52,14908851,Amz AGM,KARNATAKA,342-White-S,1,332,,
20/02/2026 21:11,14907077,Meesho Ak Kurtis,,342-White-S,1,0,,
20/02/2026 21:08,14907046,FK Ransh,Gujarat,342-White-S,1,222,,
20/02/2026 20:44,14906269,Meesho Ak Kurtis,,342-White-S,1,0,,
20/02/2026 20:28,14905851,FK Ransh,Odisha,342-White-S,1,237.5,,
20/02/2026 19:49,14905361,Amz AGM,MAHARASHTRA,342-White-S,1,332,,
20/02/2026 19:54,14904623,FK Ransh,West Bengal,342-White-S,1,237.5,,
20/02/2026 19:29,14903885,FK Ransh,Karnataka,342-White-S,1,237.5,,
20/02/2026 16:23,14898015,FK Ransh,Delhi,342-White-S,1,228.5,,
20/02/2026 16:16,14897777,FK Ransh,Uttar Pradesh,342-White-S,1,215,,
20/02/2026 14:43,14895148,Amz AGM,HIMACHAL PRADESH,342-White-S,1,332,,
20/02/2026 14:21,14893887,FK Ransh,Maharashtra,342-White-S,1,237.5,,
20/02/2026 13:40,14893359,Amz AGM,ANDHRA PRADESH,342-White-S,1,332,,
20/02/2026 13:41,14892841,FK Ransh,Uttar Pradesh,342-White-S,1,215,,
20/02/2026 12:29,14891188,Amz AGM,DELHI,342-White-S,1,332,,
20/02/2026 12:46,14891042,FK Ransh,Himachal Pradesh,342-White-S,1,237.5,,
20/02/2026 12:10,14889945,FK Ransh,Madhya Pradesh,342-White-S,1,231,,
20/02/2026 10:39,14887442,Meesho Ak Kurtis,,342-White-S,1,0,,
20/02/2026 8:16,14884428,Meesho Ak Kurtis,,342-White-S,1,0,,
20/02/2026 8:04,14884212,Meesho Ak Kurtis,,342-White-S,1,0,,
20/02/2026 6:50,14883648,Amz AGM,TAMIL NADU,342-White-S,1,332,,
20/02/2026 23:24,14911301,Amz AGM,MAHARASHTRA,342-White-M,"2""",1,644.08,
20/02/2026 23:06,14910821,Amz AGM,JHARKHAND,342-White-M,"1""",1,322.04,
20/02/2026 11:46,14890034,Amz AGM,DELHI,342-White-M,"1""",1,322.04,
20/02/2026 11:26,14889236,Amz AGM,UTTAR PRADESH,342-White-M,"1""",1,322.04,
21/02/2026 23:38,14951164,Amz AGM,UTTAR PRADESH,342-White-M,1,0,,
21/02/2026 22:39,14949722,Amz AGM,RAJASTHAN,342-White-M,1,332,,
21/02/2026 22:03,14947639,FK Ransh,Uttar Pradesh,342-White-M,1,241,,
21/02/2026 19:52,14942734,Meesho Ak Kurtis,,342-White-M,1,0,,
21/02/2026 19:47,14942639,FK Ransh,Odisha,342-White-M,1,228.5,,
21/02/2026 18:53,14940992,Amz AGM,HARYANA,342-White-M,1,332,,
21/02/2026 17:16,14938153,Amz AGM,HIMACHAL PRADESH,342-White-M,1,332,,
21/02/2026 13:26,14929529,Amz AGM,KARNATAKA,342-White-M,1,332,,
21/02/2026 13:35,14929314,FK Ransh,Uttar Pradesh,342-White-M,1,232,,
21/02/2026 11:21,14924784,Amz AGM,JHARKHAND,342-White-M,1,332,,
21/02/2026 10:57,14923048,FK Ransh,Madhya Pradesh,342-White-M,1,225,,
21/02/2026 9:54,14920818,FK Ransh,Tripura,342-White-M,1,237.5,,
21/02/2026 9:02,14919260,Meesho Ak Kurtis,,342-White-M,1,0,,
21/02/2026 8:55,14919166,FK Ransh,West Bengal,342-White-M,1,228.5,,
21/02/2026 7:45,14917715,FK AGM old,Karnataka,342-White-M,1,283,,
20/02/2026 23:27,14911304,Amz AGM,MAHARASHTRA,342-White-M,1,332,,
20/02/2026 23:16,14910690,FK AGM old,West Bengal,342-White-M,1,195,,
20/02/2026 21:43,14907931,Meesho Ak Kurtis,,342-White-M,1,0,,
20/02/2026 21:33,14907630,FK Ransh,Uttar Pradesh,342-White-M,1,215,,
20/02/2026 20:33,14905918,Meesho Ak Kurtis,,342-White-M,1,0,,
20/02/2026 18:49,14902640,Meesho Ak Kurtis,,342-White-M,1,0,,
20/02/2026 14:11,14893548,FK AGM old,Maharashtra,342-White-M,1,200,,
20/02/2026 13:21,14892319,Meesho Ak Kurtis,,342-White-M,1,0,,
20/02/2026 13:18,14892245,Meesho Ak Kurtis,,342-White-M,1,0,,
20/02/2026 11:04,14888128,Meesho Ransh,,342-White-M,1,0,,
20/02/2026 9:38,14886487,Amz AGM,WEST BENGAL,342-White-M,1,332,,
20/02/2026 7:55,14884084,Meesho Ransh,,342-White-M,1,0,,
20/02/2026 6:53,14883489,Meesho Ak Kurtis,,342-White-M,1,0,,
20/02/2026 0:28,14880289,Amz AGM,NAGALAND,342-White-M,1,332,,
21/02/2026 19:09,14942042,Amz AGM,GUJARAT,342-White-L,"1""",1,317.19,
20/02/2026 12:33,14891192,Amz AGM,MAHARASHTRA,342-White-L,"1""",1,317.19,
21/02/2026 23:47,14951627,Amz AGM,TELANGANA,342-White-L,1,327,,
21/02/2026 22:39,14949725,Amz AGM,MAHARASHTRA,342-White-L,1,327,,
21/02/2026 20:31,14944241,FK Ransh,Rajasthan,342-White-L,1,235.5,,
21/02/2026 19:51,14943540,Amz AGM,BIHAR,342-White-L,1,327,,
21/02/2026 18:38,14940266,FK Ransh,Tamil Nadu,342-White-L,1,219.5,,
21/02/2026 17:43,14938461,FK Ransh,Madhya Pradesh,342-White-L,1,221.5,,
21/02/2026 15:41,14934128,Meesho Ak Kurtis,,342-White-L,1,0,,
21/02/2026 15:32,14933799,Meesho Ak Kurtis,,342-White-L,1,0,,
21/02/2026 15:01,14932573,FK Ransh,Rajasthan,342-White-L,1,221.5,,
21/02/2026 13:32,14929044,Meesho Ak Kurtis,,342-White-L,1,0,,
21/02/2026 12:55,14927732,Amz AGM,DELHI,342-White-L,1,327,,
21/02/2026 12:20,14926121,Meesho Ak Kurtis,,342-White-L,1,0,,
21/02/2026 11:47,14924977,Meesho Ak Kurtis,,342-White-L,1,0,,
21/02/2026 10:46,14922645,FK Ransh,Uttar Pradesh,342-White-L,1,228.5,,
21/02/2026 10:12,14921451,FK Ransh,Gujarat,342-White-L,1,228.5,,
20/02/2026 22:18,14909671,Amz AGM,GUJARAT,342-White-L,1,327,,
20/02/2026 20:57,14907387,Amz AGM,UTTAR PRADESH,342-White-L,1,327,,
20/02/2026 20:37,14906099,Meesho Ak Kurtis,,342-White-L,1,0,,
20/02/2026 16:43,14898637,FK Ransh,Tamil Nadu,342-White-L,1,219.5,,
20/02/2026 15:36,14896343,FK Ransh,Uttar Pradesh,342-White-L,1,221.5,,
20/02/2026 10:49,14887730,Meesho Ransh,,342-White-L,1,0,,
20/02/2026 10:18,14887528,Amz AGM,HARYANA,342-White-L,1,327,,
20/02/2026 0:11,14879978,Amz AGM,MAHARASHTRA,342-White-L,1,330,,
21/02/2026 20:39,14945464,Amz AGM,KARNATAKA,342-Navy-XL,1,395,,
21/02/2026 13:14,14929112,Amz AGM,MAHARASHTRA,342-Navy-XL,1,395,,
20/02/2026 23:07,14910816,Amz AGM,HARYANA,342-Navy-S,1,399,,
20/02/2026 17:01,14898981,FK AGM old,Delhi,342-Navy-S,1,195,,
20/02/2026 1:01,14880395,FK Ransh,Tamil Nadu,342-Navy-S,1,238.5,,
21/02/2026 11:37,14924581,Meesho Ak Kurtis,,342-Navy-M,1,0,,
20/02/2026 22:41,14909647,FK AGM old,Jharkhand,342-Navy-M,1,200,,
20/02/2026 22:01,14908528,FK Ransh,Telangana,342-Navy-M,1,221.5,,
